Link Type,Location Type,Title,Link,URL,PDF Size (bytes),Page Count,Text-based,Tagged,Notes,Equalify Scan Results
Box,Page (ACF Field),2020 Quick Guide of the Schedule of Events (Field: intro_text_body),https://uofi.box.com/s/69bli6r2px1cp0r80tv99249bvumd06r,https://advising-old.red.uic.edu/professional-development/events-for-advisors/advisor-week/2020-schedule-of-events/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,Page (ACF Field),2019 Schedule of Events and Presentation Documents (Field: intro_text_body),https://uofi.box.com/s/sfp98s8nyhm380r043k8cn76quw1uu7e,https://advising-old.red.uic.edu/professional-development/events-for-advisors/advisor-week/2019-schedule-of-events/,,,,,"Skipped: Box access failed - Message: Not Found
Status: 404
Code: not_found
Request ID: vpluvci2qvhnbgzj
Headers: {'date': 'Tue, 24 Jun 2025 16:11:33 GMT', 'content-type': 'application/json', 'x-envoy-upstream-service-time': '166', 'box-request-id': '022c5eec40a543638b93c347ee0f9894a', 'cache-control': 'no-cache, no-store', 'strict-transport-security': 'max-age=31536000', 'via': '1.1 google', 'Alt-Svc': 'h3="":443""; ma=2592000,h3-29="":443""; ma=2592000', 'Transfer-Encoding': 'chunked'}
URL: https://api.box.com/2.0/shared_items
Method: GET
Context Info: None",
Box,Page (ACF Field),2019 Schedule of Events and Presentation Documents (Field: intro_text_body),https://uofi.box.com/s/9ydwht6tsjmftzy6uikckvn9fem09bwb,https://advising-old.red.uic.edu/professional-development/events-for-advisors/advisor-week/2019-schedule-of-events/,,,,,"Skipped: Box access failed - Message: Not Found
Status: 404
Code: not_found
Request ID: 3wrom7i2qvhnhlkc
Headers: {'date': 'Tue, 24 Jun 2025 16:11:34 GMT', 'content-type': 'application/json', 'x-envoy-upstream-service-time': '178', 'box-request-id': '0eec818d431adf40909185f1ba4b4cc34', 'cache-control': 'no-cache, no-store', 'strict-transport-security': 'max-age=31536000', 'via': '1.1 google', 'Alt-Svc': 'h3="":443""; ma=2592000,h3-29="":443""; ma=2592000', 'Transfer-Encoding': 'chunked'}
URL: https://api.box.com/2.0/shared_items
Method: GET
Context Info: None",
Box,Page (ACF Field),2019 Schedule of Events and Presentation Documents (Field: intro_text_body),https://uofi.box.com/s/w8n4pmlli7w41vvrnmlg75ll6sq07hkv,https://advising-old.red.uic.edu/professional-development/events-for-advisors/advisor-week/2019-schedule-of-events/,,,,,"Skipped: Box access failed - Message: Not Found
Status: 404
Code: not_found
Request ID: amcgp5i2qvhnosz0
Headers: {'date': 'Tue, 24 Jun 2025 16:11:34 GMT', 'content-type': 'application/json', 'x-envoy-upstream-service-time': '182', 'box-request-id': '08dd163f972dcf8a567566d6950f3cd44', 'cache-control': 'no-cache, no-store', 'strict-transport-security': 'max-age=31536000', 'via': '1.1 google', 'Alt-Svc': 'h3="":443""; ma=2592000,h3-29="":443""; ma=2592000', 'Transfer-Encoding': 'chunked'}
URL: https://api.box.com/2.0/shared_items
Method: GET
Context Info: None",
Box,Page (ACF Field),2019 Schedule of Events and Presentation Documents (Field: intro_text_body),https://uofi.box.com/s/fdm4d7uzxlgh2uclnkph4aij7i0r2vll,https://advising-old.red.uic.edu/professional-development/events-for-advisors/advisor-week/2019-schedule-of-events/,,,,,"Skipped: Box access failed - Message: Not Found
Status: 404
Code: not_found
Request ID: iqqefpi2qvhnv3gh
Headers: {'date': 'Tue, 24 Jun 2025 16:11:34 GMT', 'content-type': 'application/json', 'x-envoy-upstream-service-time': '198', 'box-request-id': '0b95a861c384ab01a155b9c2f033ce5fb', 'cache-control': 'no-cache, no-store', 'strict-transport-security': 'max-age=31536000', 'via': '1.1 google', 'Alt-Svc': 'h3="":443""; ma=2592000,h3-29="":443""; ma=2592000', 'Transfer-Encoding': 'chunked'}
URL: https://api.box.com/2.0/shared_items
Method: GET
Context Info: None",
Box,News (ACF Field),ADVISOR WEEK: Materials and videos are available! T-Shirt pickup is TODAY &#8211; first date for pick up changed! (Field: intro_text_body),https://uofi.box.com/s/iuigd6w2w8mdoz0z7lzs0mzy2eocmjns,https://advising-old.red.uic.edu/news-stories/advisor-week-materials-and-videos-are-available-t-shirt-pickup-is-today-first-date-for-pick-up-changed/,,,,,"Skipped: Box access failed - Message: Not Found
Status: 404
Code: not_found
Request ID: aodd6li2qvho1uwm
Headers: {'date': 'Tue, 24 Jun 2025 16:11:35 GMT', 'content-type': 'application/json', 'x-envoy-upstream-service-time': '195', 'box-request-id': '0b567332555719703c5408f63cc98724', 'cache-control': 'no-cache, no-store', 'strict-transport-security': 'max-age=31536000', 'via': '1.1 google', 'Alt-Svc': 'h3="":443""; ma=2592000,h3-29="":443""; ma=2592000', 'Transfer-Encoding': 'chunked'}
URL: https://api.box.com/2.0/shared_items
Method: GET
Context Info: None",
Box,News (ACF Field),PROFESSIONAL DEVELOPMENT: Ramadan Resources &#8211; Ramadan begins on March 22nd (Field: intro_text_body),https://uofi.box.com/s/q7my9xvq6oy08x9ika0kv9hy1w47fxr2,https://advising-old.red.uic.edu/news-stories/share-with-students-ramadan-resources-ramadan-begins-on-march-22nd/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),PROFESSIONAL DEVELOPMENT: Ramadan Resources &#8211; Ramadan begins on March 22nd (Field: intro_text_body),https://uofi.box.com/s/jhvxv3euvnre3qpsgwzzll2akf641p9k,https://advising-old.red.uic.edu/news-stories/share-with-students-ramadan-resources-ramadan-begins-on-march-22nd/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),PROFESSIONAL DEVELOPMENT: Ramadan Resources &#8211; Ramadan begins on March 22nd (Field: intro_text_body),https://uofi.box.com/s/5pq1wsq81w84yzdpl9irl7uq4op9bq9d,https://advising-old.red.uic.edu/news-stories/share-with-students-ramadan-resources-ramadan-begins-on-march-22nd/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),PROFESSIONAL DEVELOPMENT: Ramadan Resources &#8211; Ramadan begins on March 22nd (Field: intro_text_body),https://uofi.box.com/s/6gb6hoz3b3r8kamt4kn3jrk6yroi934w,https://advising-old.red.uic.edu/news-stories/share-with-students-ramadan-resources-ramadan-begins-on-march-22nd/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),PROFESSIONAL DEVELOPMENT: Navigating Allyship Workshop Spring 2023 (Field: intro_text_body),https://uofi.box.com/s/7tf1tu5r4du0qurfkwz77ortju6b8d3j,https://advising-old.red.uic.edu/news-stories/professional-development-navigating-allyship-workshop-spring-2023/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Grow your GAP Year Workshop: Enriching your Health Care Experiences on 3/9 (Field: intro_text_body),https://uofi.box.com/s/w7whbura2ffzg3brv6epih2i57c3wk9z,https://advising-old.red.uic.edu/news-stories/share-with-students-grow-your-gap-year-workshop-enriching-your-health-care-experiences/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: UIC Kinesiology Peer Chats start 3/6! (Field: intro_text_body),https://uofi.box.com/s/wr4ddd0oklwz5bl9f2ou7t7rayy2xgvh,https://advising-old.red.uic.edu/news-stories/share-with-students-uic-kinesiology-peer-chats-start-3-6/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),PROFESSIONAL DEVELOPMENT: UIC Business &#8220;First Friday Improv!&#8221; for UIC Faculty and Staff 3/3 (Field: intro_text_body),https://uofi.box.com/s/2xv50x0oi2bov43vzvyb0jjlj0gfpzq1,https://advising-old.red.uic.edu/news-stories/professional-development-uic-business-first-friday-improv-for-uic-faculty-and-staff-3-3/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: UIC Counseling Center&#8217;s Spring 2023 Mind-Body Workshops (Field: intro_text_body),https://uofi.box.com/s/cli7uor0f4byn87t170vg8ncl940hexz,https://advising-old.red.uic.edu/news-stories/share-with-students-uic-counseling-centers-spring-2023-mind-body-workshops/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Counseling Center and AACC&#8217;s &#8220;What&#8217;s Going On?&#8221; Midterm Stress on 3/3 (Field: intro_text_body),https://uofi.box.com/s/oodczwixmo7duu2lznv418e0263fvsg3,https://advising-old.red.uic.edu/news-stories/share-with-students-counseling-center-and-aaccs-whats-going-on-midterm-stress-on-3-3/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: WLRC Student X Parent &#8211; Supporting Student Parents &#8211; 3/3! (Field: intro_text_body),https://uofi.box.com/s/vgtqw5dcug2w4snzhvd88nzfk4hvtoi0,https://advising-old.red.uic.edu/news-stories/share-with-students-wlrc-student-x-parent-supporting-student-parents-3-3/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Kinesiology and Nutrition Info Session on 2/28 (Field: intro_text_body),https://uofi.box.com/s/05kd81flyefsayhb11j2sc7xs6fkyold,https://advising-old.red.uic.edu/news-stories/share-with-students-kinesiology-and-nutrition-info-session-on-2-28/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),PROFESSIONAL DEVELOPMENT: iAdvise News and Tips &#8211; Don&#8217;t forget to check student holds! Time tickets coming soon! (Field: intro_text_body),https://uofi.box.com/s/9ium374voels2aiyrdjrtzbylxq3qtnw,https://advising-old.red.uic.edu/news-stories/professional-development-iadvise-news-and-tips-hold-check/,,,,,"Skipped: Box access failed - Message: Not Found
Status: 404
Code: not_found
Request ID: 46p7yvi2qvhrpsxu
Headers: {'date': 'Tue, 24 Jun 2025 16:11:40 GMT', 'content-type': 'application/json', 'x-envoy-upstream-service-time': '174', 'box-request-id': '0b4840c7d38ddb1715a4380c860cb6e84', 'cache-control': 'no-cache, no-store', 'strict-transport-security': 'max-age=31536000', 'via': '1.1 google', 'Alt-Svc': 'h3="":443""; ma=2592000,h3-29="":443""; ma=2592000', 'Transfer-Encoding': 'chunked'}
URL: https://api.box.com/2.0/shared_items
Method: GET
Context Info: None",
Box,News (ACF Field),SHARE WITH STUDENTS: Career Services &#8220;Workplace DEI: Real or All Talk?&#8221; on 2/28 (Field: intro_text_body),https://uofi.box.com/s/8hxqmcfi1zr8jdst7xomo3ssr9sd1r5m,https://advising-old.red.uic.edu/news-stories/share-with-students-career-services-workplace-dei-real-or-all-talk-on-2-28/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: &#8220;Graduate School: Should I Wait or Should I Go Virtual Workshop&#8221; on 2/24! (Field: intro_text_body),https://uofi.box.com/s/bdihrqat4kx169py5r591k1b7oozwz74,https://advising-old.red.uic.edu/news-stories/share-with-students-graduate-school-should-i-wait-or-should-i-go-virtual-workshop-on-2-24/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: WLRC Women&#8217;s Affinity Groups on 2/13 and 2/16! (Field: intro_text_body),https://uofi.box.com/s/7bxg875zess2aryt68afpy506zt71bl3,https://advising-old.red.uic.edu/news-stories/share-with-students-wlrc-womens-affinity-groups-on-2-13-and-2-16/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: LAS Pop Up Advising &#8211; starts 2/22! (Field: intro_text_body),https://uofi.box.com/s/iwwbi8sozwihrvvj330oz35lsnnuuj7k,https://advising-old.red.uic.edu/news-stories/share-with-students-las-pop-up-advising-starts-2-22/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),"SHARE WITH STUDENTS: Success Unit Open House Midterm Edition is on Wednesday, February 22nd! Media kit available! (Field: intro_text_body)",https://uofi.box.com/s/clqsi69lij2xh0bzrgzu69981ep7igmy,https://advising-old.red.uic.edu/news-stories/share-with-students-success-unit-open-house-midterm-edition-is-on-wednesday-february-22nd/,,,,,Skipped: Box access failed - Box item is not a file,
Box,News (ACF Field),"SHARE WITH STUDENTS: Success Unit Open House Midterm Edition is on Wednesday, February 22nd! Media kit available! (Field: intro_text_body)",https://uofi.box.com/s/clqsi69lij2xh0bzrgzu69981ep7igmy</a></p>,https://advising-old.red.uic.edu/news-stories/share-with-students-success-unit-open-house-midterm-edition-is-on-wednesday-february-22nd/,,,,,"Skipped: Box access failed - Message: Not Found
Status: 404
Code: not_found
Request ID: 9frk8xi2qvht7lpm
Headers: {'date': 'Tue, 24 Jun 2025 16:11:43 GMT', 'content-type': 'application/json', 'x-envoy-upstream-service-time': '145', 'box-request-id': '0ee411f562c2b845348b6a1ac037f9c22', 'cache-control': 'no-cache, no-store', 'strict-transport-security': 'max-age=31536000', 'via': '1.1 google', 'Alt-Svc': 'h3="":443""; ma=2592000,h3-29="":443""; ma=2592000', 'Transfer-Encoding': 'chunked'}
URL: https://api.box.com/2.0/shared_items
Method: GET
Context Info: None",
Box,News (ACF Field),SHARE WITH STUDENTS: Campus Advocacy Network Meet and Greet with the Equity and Inclusion in Engineering Program (EIEP) (Field: intro_text_body),https://uofi.box.com/s/q78pq3oho4ynu29n0agud5wjzpcoxidb,https://advising-old.red.uic.edu/news-stories/share-with-students-campus-advocacy-network-meet-and-greet-with-the-equity-and-inclusion-in-engineering-program-eiep/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Pre-Health Advising Valentine&#8217;s Day Open Door Meet and Greet on 2/14! (Field: intro_text_body),https://uofi.box.com/s/lgrw7k2nwz7di0ghof3hnsg7h4xxzr0x,https://advising-old.red.uic.edu/news-stories/share-with-students-pre-health-advising-valentines-day-open-door-meet-greet-on-2-14/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: UIC Study Abroad Summer Programs Expo on 2/8 (Field: intro_text_body),https://uofi.box.com/s/ueot9ww54vjjy7p1k7mvyxic1kwzn4gx,https://advising-old.red.uic.edu/news-stories/share-with-students-uic-study-abroad-summer-programs-expo-on-2-8/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Illinois Human Rights Commission Meet and Greet on 2/8 (Field: intro_text_body),https://uofi.box.com/s/z7qo9sms4sipimhkpcqmlyna7i13oyyn,https://advising-old.red.uic.edu/news-stories/share-with-students-illinois-human-rights-commission-meet-and-greet-on-2-8/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Counseling Center&#8217;s &#8220;What&#8217;s Going On? Black Excellence&#8221; 2/3 (Field: intro_text_body),https://uofi.box.com/s/6dwfco8uhyo9nop1lgq3x9ebhpx22j07,https://advising-old.red.uic.edu/news-stories/share-with-students-counseling-centers-whats-going-on-black-excellence-2-3/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Black History Month and other February Events from CSI! (Field: intro_text_body),https://uofi.box.com/s/d1fevkhmqxp0n9mh72u87my29ht5qk4y,https://advising-old.red.uic.edu/news-stories/share-with-students-black-history-month-and-other-february-events-from-csi/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Black History Month and other February Events from CSI! (Field: intro_text_body),https://uofi.box.com/s/hszsf9eo1s4c6iroyvhvi3aqjfygcnft,https://advising-old.red.uic.edu/news-stories/share-with-students-black-history-month-and-other-february-events-from-csi/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Breakthrough Tech Chicago upcoming event on 2/7! (Field: intro_text_body),https://uofi.box.com/s/jz82rydhk4fynh18n887yues57pjiq9x,https://advising-old.red.uic.edu/news-stories/share-with-students-breakthrough-tech-chicago-upcoming-event-on-2-7/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: WLRC&#8217;S Women&#8217;s Affinity Groups (Field: intro_text_body),https://uofi.box.com/s/i7f3zp7glucm74ethyczn6miuns77qef,https://advising-old.red.uic.edu/news-stories/share-with-students-wlrcs-womens-affinity-groups/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: UIC Nutrition Information Session and Transfer Talks (Field: intro_text_body),https://uofi.box.com/s/1ip83soz0sa9niudfqgzxryep3dc8mcp,https://advising-old.red.uic.edu/news-stories/share-with-students-uic-nutrition-information-session-transfer-talk/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: UIC Nutrition Information Session and Transfer Talks (Field: intro_text_body),https://uofi.box.com/s/w919zpa0vh454s8w2e7ngp3ijsgb2h4r,https://advising-old.red.uic.edu/news-stories/share-with-students-uic-nutrition-information-session-transfer-talk/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Amazon Prime&#8217;s College Tour &#8211; UIC&#8217;s Episode Casting Call due 2/5! (Field: intro_text_body),https://uofi.box.com/s/29y5cd7430swkj0dkpx2kfbr6s73y3oo,https://advising-old.red.uic.edu/news-stories/share-with-students-amazon-primes-college-tour-uics-episode-casting-call-due-2-5/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Amazon Prime&#8217;s College Tour &#8211; UIC&#8217;s Episode Casting Call due 2/5! (Field: intro_text_body),https://uofi.box.com/s/xqwz0z6xry03ykxq0v9q6t5zeygpanlt,https://advising-old.red.uic.edu/news-stories/share-with-students-amazon-primes-college-tour-uics-episode-casting-call-due-2-5/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Paint Your Story: The Clothesline Project at JST on 1/30 (Field: intro_text_body),https://uofi.box.com/s/ck1k7ay46h5830j2nyu74gwcoij2s9ji,https://advising-old.red.uic.edu/news-stories/share-with-students-paint-your-story-the-clothesline-project-at-jst-on-1-30/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: AHS Winter Warm-Up on 2/13! (Field: intro_text_body),https://uofi.box.com/s/t4dzdf5j7nc4cb7huswh0wij0tmxz52s,https://advising-old.red.uic.edu/news-stories/share-with-students-ahs-winter-warm-up-on-2-13/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Venture Series &#8220;How to Start Your Business&#8221; from CBA starting 2/1 (Field: intro_text_body),https://uofi.box.com/s/u6hqf759e80bnygqazr3h8dpn7p936je,https://advising-old.red.uic.edu/news-stories/share-with-students-venture-series-how-to-start-your-business-from-cba-february-2023-2/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Rehabilitation Sciences Information Session on 2/7! (Field: intro_text_body),https://uofi.box.com/s/dnv00zf62wc9xi8l2d33rfoxlaxvrlze,https://advising-old.red.uic.edu/news-stories/share-with-students-rehabilitation-sciences-information-session-on-2-7/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: UIC Kinesiology and Nutrition ICT/Transfer Informational Session Spring 2023 (Field: intro_text_body),https://uofi.box.com/s/sv1evo81dlrmdndosjp7jgddeof5qpqy,https://advising-old.red.uic.edu/news-stories/share-with-students-uic-kinesiology-and-nutrition-ict-transfer-informational-session-spring-2023/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Spring 2023 GLAS Courses &#8211; Seats available! (Field: intro_text_body),https://uofi.box.com/s/v0vcx3emgz04l1njc1rocaimvnxcu31c,https://advising-old.red.uic.edu/news-stories/share-with-students-spring-2023-glas-courses-seats-available/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Spring 2023 GLAS Courses &#8211; Seats available! (Field: intro_text_body),https://uofi.box.com/s/may9u1xexc87s1971mz5569w4t8kravg,https://advising-old.red.uic.edu/news-stories/share-with-students-spring-2023-glas-courses-seats-available/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Spring 2023 GLAS Courses &#8211; Seats available! (Field: intro_text_body),https://uofi.box.com/s/dyvg69pw4gz5mllc807vro9izguuwd6p,https://advising-old.red.uic.edu/news-stories/share-with-students-spring-2023-glas-courses-seats-available/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Spring 2023 GLAS Courses &#8211; Seats available! (Field: intro_text_body),https://uofi.box.com/s/ri36dq0p26es92kbye4eqe4lalid21xh,https://advising-old.red.uic.edu/news-stories/share-with-students-spring-2023-glas-courses-seats-available/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Looking for a Class this Spring? Check Our Public Policy Courses! (Field: intro_text_body),https://uofi.box.com/s/5z0hlfqyea4x21qjwtcw7t0xmw2oa9pc,https://advising-old.red.uic.edu/news-stories/share-with-students-looking-for-a-class-this-spring-check-our-public-policy-courses/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: #HIREUICLAS &#8211; Please share with LAS students! Applications due 12/9 (Field: intro_text_body),https://uofi.box.com/s/5bo67yfqtcz14qteyq3wh63u1120vb4m,https://advising-old.red.uic.edu/news-stories/share-with-students-hireuiclas-please-share-with-las-students-applications-due-12-9/,,,,,"Skipped: Box access failed - Message: Not Found
Status: 404
Code: not_found
Request ID: k01c8ni2qvhzknvz
Headers: {'date': 'Tue, 24 Jun 2025 16:11:53 GMT', 'content-type': 'application/json', 'x-envoy-upstream-service-time': '193', 'box-request-id': '05cef56aca2e96cd0ea7eb6dc2be3d156', 'cache-control': 'no-cache, no-store', 'strict-transport-security': 'max-age=31536000', 'via': '1.1 google', 'Alt-Svc': 'h3="":443""; ma=2592000,h3-29="":443""; ma=2592000', 'Transfer-Encoding': 'chunked'}
URL: https://api.box.com/2.0/shared_items
Method: GET
Context Info: None",
Box,News (ACF Field),SHARE WITH STUDENTS: Spring course &#8211; Religious Diversity in the Healthcare Fields (RELS 255) (Field: intro_text_body),https://uofi.box.com/s/9hxfzkj9k3yb6ru7achglhp8umnzbkzn,https://advising-old.red.uic.edu/news-stories/share-with-students-spring-course-religious-diversity-in-the-healthcare-fields-rels-255/,,,,,"Skipped: Box access failed - Message: Not Found
Status: 404
Code: not_found
Request ID: epji17i2qvhzro3u
Headers: {'date': 'Tue, 24 Jun 2025 16:11:53 GMT', 'content-type': 'application/json', 'x-envoy-upstream-service-time': '214', 'box-request-id': '042e9f1726c562240cefee0114a4298ee', 'cache-control': 'no-cache, no-store', 'strict-transport-security': 'max-age=31536000', 'via': '1.1 google', 'Alt-Svc': 'h3="":443""; ma=2592000,h3-29="":443""; ma=2592000', 'Transfer-Encoding': 'chunked'}
URL: https://api.box.com/2.0/shared_items
Method: GET
Context Info: None",
Box,News (ACF Field),SHARE WITH STUDENTS: Spring Course in English! CEES 247 &#8220;Not Quite Human: New Forms of Life in Central &amp; Eastern European Fiction and Film&#8221; (Field: intro_text_body),https://uofi.box.com/s/cznde9wzgn22dl9qn415h4qgmmhcgdfo,https://advising-old.red.uic.edu/news-stories/share-with-students-spring-course-in-english-cees-247-not-quite-human-new-forms-of-life-in-central-eastern-european-fiction-and-film/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: AAAN Semester End Study Jams &#8211; December 5th &#8211; 8th! (Field: intro_text_body),https://uofi.box.com/s/4esl5c2dnz2hnywo3by6mvyh44w6gch0,https://advising-old.red.uic.edu/news-stories/share-with-students-aaan-semester-end-study-jams-december-5th-8th/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: L@s GANAS Research Fellowship Applications now open! (Field: intro_text_body),https://uofi.box.com/s/5i2yr3jvdxd7xrl6mhz0p4r04jhfsnkj,https://advising-old.red.uic.edu/news-stories/share-with-students-ls-ganas-research-fellowship-applications-now-open/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS:  Diversity Community Engagement Program (DCEP) Internship Applications due 11/28; (Field: intro_text_body),https://uofi.box.com/s/qfd21pbsrkhr0vsd7hfts2prgg92jwjn,https://advising-old.red.uic.edu/news-stories/share-with-students-diversity-community-and-engagement-program-dcep-internship-applications-due-11-28/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: UIC Public Policy Current Student Panel 11/17 (Field: intro_text_body),https://uofi.box.com/s/aboo1hy5cs0o2y0yi23nvtr24d5syote,https://advising-old.red.uic.edu/news-stories/share-with-students-uic-public-policy-current-student-panel-11-17/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Rehabilitation Sciences Info Session on 11/14 (Field: intro_text_body),https://uofi.box.com/s/n4cl24p6tmn0pn3bdenr6d6q0fhxr6bp,https://advising-old.red.uic.edu/news-stories/share-with-students-rehabilitation-sciences-info-session-on-11-14/,,,,,"Skipped: Box access failed - Message: Not Found
Status: 404
Code: not_found
Request ID: gt9ovli2qvi1bsyl
Headers: {'date': 'Tue, 24 Jun 2025 16:11:56 GMT', 'content-type': 'application/json', 'x-envoy-upstream-service-time': '200', 'box-request-id': '076fa5875e267a67fc2e9d66a12aa6a16', 'cache-control': 'no-cache, no-store', 'strict-transport-security': 'max-age=31536000', 'via': '1.1 google', 'Alt-Svc': 'h3="":443""; ma=2592000,h3-29="":443""; ma=2592000', 'Transfer-Encoding': 'chunked'}
URL: https://api.box.com/2.0/shared_items
Method: GET
Context Info: None",
Box,News (ACF Field),SHARE WITH STUDENTS: &#8220;First-Generation Professional&#8221; Career Grownish Series from Career Services on 11/9 (Field: intro_text_body),https://uofi.box.com/s/dz203gg9p295ha1mt1yylncrlwsnm9h8,https://advising-old.red.uic.edu/news-stories/share-with-students-first-generation-professional-career-grownish-series-from-career-services-on-11-9/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Minor in Kinesiology &#8211; applications due November 4th! (Field: intro_text_body),https://uofi.box.com/s/p5p0kbh0av1m99j0w2mh1xdc8j54rstq,https://advising-old.red.uic.edu/news-stories/share-with-students-minor-in-kinesiology-applications-due-november-4th/,,,,,Skipped: Box access failed - Box item is not a file,
Box,News (ACF Field),SHARE WITH STUDENTS: Study Abroad Faculty-Directed Expo on 11/2 (Field: intro_text_body),https://uofi.box.com/s/xp5kkt9ggpny3t7k54hajh83s6amlkcn,https://advising-old.red.uic.edu/news-stories/share-with-students-study-abroad-faculty-directed-expo-on-11-2/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: Pre-Health Advising Open Door Meet and Greet on 11/1 (Field: intro_text_body),https://uofi.box.com/s/q51u36jctqzyqivfasfg793bfue31i7j,https://advising-old.red.uic.edu/news-stories/share-with-students-pre-health-advising-open-door-meet-greet-on-11-1/,,,,,Skipped: Box access failed - Box file is not a PDF,
Box,News (ACF Field),SHARE WITH STUDENTS: October/November Counseling Center Mindbody Programs are starting! (Field: intro_text_body),https://uofi.box.com/s/0ag21ovok51grj6rwz1sylpooxjxeza0,https://advising-old.red.uic.edu/news-stories/share-with-students-counseling-center-mindbody-programs-are-starting-2/,,,,,Skipped: Box access failed - Box file is not a PDF,
